USERNAME,TEXT,RETWEETS,ABOUT_BASEBALL
Chuchoponte,De estar disponibles #Tiburones debe ir por Yohan Pino, o Randy Boone u Omar Poveda. A La Guaira le urgen abridores,0,1
Chuchoponte,En caso de triple empate entre #Tiburones , #Magallanes y #Bravos . La Guaira clasificará directo. Los turcos y los insulares a juego extra,1,1
Chuchoponte,@yoyoamaro informó ayer que @lipsonava17 continuará siendo el mánager de @aguilasdelzulia para la siguiente zafra.,0,1
Chuchoponte,Ahora las @aguilasdelzulia son el mejor equipo en finales. 10 finales, 6 títulos= 60% de efectividad,3,1
Chuchoponte,Felicitaciones a las @aguilasdelzulia , el mejor equipo en todo la zafra. Excelente cuerpo técnico, gerencia impecable y peloteros aguerridos,0,1
Chuchoponte,@aguilasdelzulia son el único equipo que no ha cometido errores en la postemporada. Su defensa es la carta de presentación,0,1
Chuchoponte,@Neriojosex @aguilasdelzulia Para mi han tenido buenas individualidades. Pero realmente el valor de este equipo es que cualquiera es héroe,1,1
Chuchoponte,Que las @aguilasdelzulia líder de la #LVBP , con récord de 11-3, no tenga hasta ahora ningún Jugador de la Semana, avala su trabajo en equipo,1,1
Chuchoponte,El velocista Anthony Gose se une a las @aguilasdelzulia . Batea .203 en las menores este año, con OBP de .276, y 11 bases robadas #LVBP,1,1
Chuchoponte,Desde @aguilasdelzulia están interesados en invitar a 3 ex magallaneros a su equipo: Darwin Pérez, Luis Domoromo y Carlos Monasterios #LVBP,0,1
Chuchoponte,Entrevista con @lipsonava17 mánager de las @aguilasdelzulia @lavozaguilucho http://www. meridiano.com.ve/beisbol/beisbo l-venezolano/135854/lipso-nava-espera-devolverle-el-adn-ganador-al-zulia.html … previa de la campaña 2016-2017 #LVBP,6,1
Chuchoponte,(3/3) Importados confirmados para las @aguilasdelzulia jugadores de posición los colombianos, Giovanny Urshela y Reynaldo Rodríguez #LVBP,0,1
Chuchoponte,(2/3) Importados confirmados para las @aguilasdelzulia lanzadores: Carlos Teller, Julio DePaula, Ernesto Frieri y Tayron Guerrero #LVBP,0,1
Chuchoponte,(1/3) Importados confirmados para las @aguilasdelzulia lanzadores: Austin Maddox, Keith Couch, Carlos Hernández, Ryan Carpenter #LVBP,0,1
Chuchoponte,Las @aguilasdelzulia siguen confirmando importados, suman los colombianos Ernesto Frieri y Tayron Guerrero, ambos relevistas #LVBP #Aguilas,1,1
Chuchoponte,@yoyoamaro me confirmó 4 importados para las @aguilasdelzulia : Giovanny Urshela, Carlos Teller, Julio De Paula y Reynaldo RodrÍguez #LVBP,0,1
Chuchoponte,Dilson Herrera (COL), Francisley Bueno (CUB), Carlos Teller (NIC),Giovanny Urshela (COL), estan en los planes de @aguilasdelzulia #LVBP,3,1
Chuchoponte,César Suárez gerente de las @aguilasdelzulia me comentó que el equipo analiza traer importados caribeños, que se adaptan más fácil #LVBP,1,1
Chuchoponte,Hasta ahora hay tres mánagers asegurados para la campaña 2017-2018: Henry Blanco (Bravos), Omar López (Caribes) y Lipso Nava (Águilas) #LVBP,1,1
Chuchoponte,Oficial. Hoy se reanudará el 3er juego en horas de la tarde (SIN PÚBLICO). El 4to juego se llevará a cabo horas después (CON PÚBLICO) #LVBP,0,1
Chuchoponte,Conversamos con el dominicano Tony Peña sobre sus posibilidades de dirigir a #Magallanes en la próxima temporada de la #LVBP,0,1
Chuchoponte,Será muy criticado y polémico este juego de comodín, pero lo que es cierto, es que es el juego más emocionante de la temporada #LVBP,0,1
Chuchoponte,Me sorprende que los dominicanos Ángel Ventura y Stolmy Pimentel no hayan sido tomados en cuenta durante el draft #LVBP,2,1
Chuchoponte,Con el salvado de hoy @Hassanpena85 igualó a Santos Hernández en el primer lugar de rescate para un extranjero en la #LVBP con 70 candados,0,1
Chuchoponte,El Caracas- Magallanes suspendido por falta de agua en el estadio universitario, se jugará el lunes 19 de diciembre #LVBP,2,1
Chuchoponte,Jesús Flores remolca dos más y llega a 23 en la zafra. Hoy tiene 4 remolcadas. Muchos méritos para ser el "Regreso del Año" #LVBP,1,1
Chuchoponte,Obviamente tiene que haber algo tras el despido de Willie Collazo. Por qué los números del pitcheo de #Tigres son de los mejores #LVBP,0,1
Chuchoponte,Ya los primeros efectos de Joey Gallo con #Magallanes empiezan a notarse. Ayer sacó tres boletos, y puso a batear a Tábata con HEB #LVBP,1,1
Chuchoponte,José Tábata escogió el mejor momento para salir de su mini-slmup, con vuelacercas de tres carreras #Magallanes #LVBP,0,1
Chuchoponte,Las informaciones sobre el permiso de ambos lanzadores me la suministró, Wilfredo Polidor, agente de los dos. #Magallanes #LVBP,2,1
Chuchoponte,Estos 10 novatos acapararán todas las miradas en esta temporada de la #LVBP . Mucho talento emergente pic.twitter.com/WEZr0mlcty,7,1
Chuchoponte,Este Henry Centeno es muy buen lanzador. Sus números este año con Tampa Bay fueron sobresalientes, y en la #LVBP se ha mostrado solvente,0,1
Chuchoponte,@DayronVarona cerró la primera semana entre los lideres de bateo de la #LVBP . Es 5to en promedio .538, y primero en OBP .667 #Magallanes,1,1
Chuchoponte,El hombre récord en salvados de la #LVBP Hassan Pena, se incorporó hoy a #Magallanes , para mañana esperan a Mitch Lively,6,1
Chuchoponte,José Tabata y Ronny Cedeño se sumaron hoy a los entrenamientos de #Magallanes . Tabata no juega en la #LVBP desde 2011.,4,1
Chuchoponte,El joven abridor Enderson Franco se sumó a las practicas de #Magallanes . El "Chino" José Flores también se unió al equipo hoy #LVBP,4,1
Chuchoponte,Creo q queda claro q Ender Inciarte tienen que ser el jardinero central d Venezuela en el Clásico Mundial de Béisbol #LVBP #Aguilas #CMB,6,1
Chuchoponte,Además Francisco Bechara afirmó que luego de la negociación la UCV, percibirá una parte de los ingresos por VIP y comida . #LVBP,7,0
orlgarcia,Venevision da pena las propias viudas puros recuerdos de magallanes y caracas,0,1
orlgarcia,Que alegria magallanes y caracas eliminados venevision se quiere matar,0,1
orlgarcia,Pero y entonces umpire?? Porque mejor no le dan el juego de una vez a magallanes ?,0,1
orlgarcia,Magallanes hoy no ha hecho nada todas las carreras las ha hecho aguilas.,0,1
orlgarcia,Boleto y entra la primera de magallanes y entonces?,0,1
orlgarcia,El pitcher de magallanes le hizo el trabajo a herrera.,0,1
orlgarcia,No se puede creer un desastre flores por dios este juego esta perdido regalenle esa verga al magallanes .,0,1
orlgarcia,Terreneaossss hijos de putaaaaaa!!! La puta que los pario!!! Magallanes de mierda!!!,0,1
orlgarcia,Aguilas vs caracas en intimo es ridiculo pagar el doble vs magallanes y caracas son equipos iguales de la liga @aguilasdelzulia,0,1
orlgarcia,Magallanes das vergüenza,0,1
orlgarcia,Si tabata hoy dio pena lo de magallanes es vergonzoso jajajaja ganando comodos se dejan empatar,0,1
orlgarcia,Tambien porque las entradas vs leones y magallanes son mas caras algo con lo que no estoy para nada de acuerdo. @JorgeUAM21,0,1
orlgarcia,Y gano magallanes las aguilas tenian que venir a maracaibo para perder jejejeje normal pss.,0,1
orlgarcia,Quedan dos chances vamossss @aguilasdelzulia,0,1
orlgarcia,Cuantos hits van?? Guarden para mañana mis hijos @aguilasdelzulia,0,1
orlgarcia,Sera muy dificil pedirles que hagan una carrerita mas aunque sea @aguilasdelzulia,0,1
orlgarcia,De cabezaaa!!! Y han ganadooooooooo las aguilas del zulia 3-0 incluyendo violada a domicilio hoy!,0,1
orlgarcia,Y bravos se fue arriba noche redonda por ahora para las @aguilasdelzulia,0,1
orlgarcia,Han ganado las Aguilas del Zulia cada vez mas cerca de Enerooo!,0,1
orlgarcia,Out 27 han ganadooooo las aguilas del Zulia victoria 28.,0,1
orlgarcia,Han ganadooooo las aguilas del zulia victoriaaa 26 seguimos en el primer lugar a barrer a las gatas para terminar de darle la estocada!,0,1
orlgarcia,El binomio de oro nos pone a valer en 7mo inning estan ganando la aguilas del zulia 6-3 en el 7mo inning.,0,1
orlgarcia,Han ganado mis aguilas del zulia victoria 13 salvado 9 para arcenio intraficable.,0,1
orlgarcia,Acidooo arcenio 8vo salvado para el y victoria 12 para las aguilas del zulia .,0,1
orlgarcia,Anda nastyy arcenio!!!!! Que clase de pitcheo han ganado mis aguilas del zulia victoria 10 llego rapidito.,0,1
orlgarcia,Han ganado las Aguilas del Zulia invictos en la carretera.,0,1
orlgarcia,Y la boto flores lleva dos hoy 9-2 estan ganandooooo las Aguilas del Zulia .,0,1
orlgarcia,Han ganado mis Aguilas del Zulia !!! Quinta victoria de la campaña invictos en la carretera! Record de 5-0.,0,1
orlgarcia,Semana perfecta de visitantes han ganado mis aguilas del zulia !!! 4-0.,0,1
Paul_Trejo,@Edurodriguezg todavía se escucha ese término. El año pasado dijeron q era taquilla cuando los Tigres le ganaron los 4 seguidos a Magallanes,0,1
Paul_Trejo,El fanático venezolano está demostrando que no se necesita a Caracas ni a Magallanes para que se llenen los estadios de béisbol.,0,1
Paul_Trejo,No faltará el frustrado que día que la postemporada será chimba sin Caracas y Magallanes JAJAJA EEEEEELIMINADOS,0,1
Paul_Trejo,Y ha perdido nuevamente Magallanes,0,1
Paul_Trejo,@LaTeleTuya desde Santa Rosa Maracay viendo el #Magallanes - #Tigres . Apoyando fielmente a los @OficialTigres #LVBPxTLT,0,1
Paul_Trejo,Seeeee fue esa mierda njd. Jonron de Dariel Alvarez #Tigres 6-2 Magallanes .,0,1
Paul_Trejo,Magallanes dejan en el terreno a los Caribes de Anzoátegui 6 x 5,tras un despertar ofensivo en el 9no inning.,0,1
Paul_Trejo,Machi es el Butto del Magallanes jaja,0,1
Paul_Trejo,Caracas toma la ventaja, 9x 8 ante Magallanes,0,1
Paul_Trejo,Se empató esa mierda en el universitario. Caracas 8-8 Magallanes,1,1
Paul_Trejo,Los dos jugadores del Magallanes que han recibido boleto iniciando inning han anotado en carreras. #Tigres 7-2 #Magallanes,0,1
Paul_Trejo,Hit de Goskar Amaya con bases llenas e impulsa dos. @OficialTigres 2-1 @Magallanes _bbc,0,1
Paul_Trejo,Vamos coñoooo, vamos Tigres de Aragua,0,1
Paul_Trejo,¿Cuál equipo apoyas en la LVBP? Yo a los Tigres de Aragua,0,1
Paul_Trejo,De Aragua soy y a los Tigres voy, es de Venezuela el equipo campeón #TigresDeAragua #LVBP … https://www. instagram.com/p/BLOWp5qh5on/,0,1
Paul_Trejo,Las Águilas del Zulia llenas de odio.,0,1
Paul_Trejo,Miren y dónde está la cerveza??? #aguilasdelzulia,0,1
Paul_Trejo,Águilas del Zulia de Venezuela,0,1
Paul_Trejo,Y siguen produciendo Las Águilas del Zulia .,0,1
Paul_Trejo,Las #AguilasDelZulia están en la final del año 2017, no son campeones desde hace 17 años y ganan hoy su 1 juego d la final con 17 hits.,0,1
Paul_Trejo,El line up de @aguilasdelzulia hay que tenerle mucho respeto.,0,1
Paul_Trejo,¡Final de autopista! @CardenalesDice derrota a @tiburones_net y d esta manera se convierte en el rival de @aguilasdelzulia en la final #LVBP,0,1
Paul_Trejo,Felicidades al conjunto @aguilasdelzulia , quienes dirá presente en la final de la #LVBP tras 17 años de ausencia. Felicidades,0,1
Paul_Trejo,felicidades @aguilasdelzulia , primer equipo clasificado a la semifinal de la #LVBP,0,1
Paul_Trejo,Con la derrota de @aguilasdelzulia ante @OficialTigres 5 x 3, significa su primer juego pérfido en la carretera.,0,1
Paul_Trejo,Lo peor es que la final de la #LVBP es vista a nivel mundial y lo que hace ese pequeño grupo es seguir rayando a los vzlanos,0,1
Paul_Trejo,Me imagino el ambiente de béisbol que se vivirá en Maracaibo y Barquisimeto, ambas ciudades tuvieron llenos totales en estos playoff #LVBP,0,1
Paul_Trejo,Predije que esa seria la final, ahora no sabría decir quien ganará, ambos novenas tienen buen equipo #LVBP,0,1
Paul_Trejo,Felicidades también a @caribesanz por el excelente desempeño esta temporada. #LVBP,0,1
Paul_Trejo,Yo creo que la final de la LVBP será de carretera "Lara-Zulia".,0,1
Paul_Trejo,Ir a los juegos de béisbol profesional ( LVBP ) https:// twitter.com/luisjboada/sta tus/815985207002198016 …,1,1
Paul_Trejo,Señores la #LVBP está cada vez mejor. https:// twitter.com/germancartaya/ status/811765601127514112 …,0,1
Paul_Trejo,Apoyando al equipo con más garra de la LVBP #QueSeTeVeaLoFanaticoTigrero,0,1
Paul_Trejo,Jesús Alastre, primer jugador criollo de los @OficialTigres que en su primer turno en la LVBP la saca de jonron.,0,1
Paul_Trejo,¿Cuál equipo apoyas en la LVBP ? Yo a los Tigres de Aragua,0,1
Paul_Trejo,Hoy comienza la LVBP,0,1
Paul_Trejo,Dios perdone a todos esos venezolanos que no les gusta la lvbp,1,1
Paul_Trejo,8 días para que comience el béisbol venezolano #LVBP,0,1
Paul_Trejo,Dos semanas para escuchar la voz de Play Ball en Venezuela #LVBP,1,1
Paul_Trejo,1 mes exacto para que empiece el deporte preferido de los venezolanos #LVBP pic.twitter.com/YaaWiyITnP,0,1
Paul_Trejo,El béisbol y esos concursos de bellezas paralizan a Venezuela .,0,1
Paul_Trejo,Supuren el Miss Venezuela , mañana comienza el béisbol venezolano.,0,1
Paul_Trejo,#TodoEsCulpaDeMaduro que no pueda ir al cine cada vez que quiera porque tengo que tener plata cual narco,0,0
Paul_Trejo,Solo en La Estancia encontrarás, el buen sabor del restaurante , tan tan.,0,0
Paul_Trejo,Verga pero se están muriendo toda esa gente ligada al socialismo .,0,0
Paul_Trejo,La gente quiere que yo madure y lanzarán la película de Power Rangers #AsiNoSePuede,0,0
Paul_Trejo,Soy de esos que prefiere regalar mil veces comida que flores. pic.twitter.com/jIek41MLyB,0,0
Paul_Trejo,Mujeres que pidan comida y no flores. Esas son las que necesito en mi vida.,0,0
Paul_Trejo,@ZaritzaGiron @MoviesChaser apoyo la parte de la comida . Haydee como sabes q son 7lineas?,0,0
Paul_Trejo,Y cuando más hambre tengo, más fotos de comida veo.,0,0
Paul_Trejo,Mi vida se basa en pensar en comida .,0,0
Paul_Trejo,Comida para hoy y hambre para mañana.,0,0
Paul_Trejo,No hay nada q la comida no pueda solucionar, el peo s conseguirla.,0,0
Paul_Trejo,La comida es lo único que nos hace feliz.,0,0
Paul_Trejo,Entre pitos y matracas, entre música y sonrisas, el reloj ya nos avisa que ha llegado un año más,0,0
Paul_Trejo,La música vieja es la mejor.,0,0
MiguelBuraye,@LVBP_Oficial las aguilas o magallanes ? @Parraga_Lvbp,0,1
MiguelBuraye,@CardenalesDice Ya magallanes monto el show con Felix Hernandez de vaina el show duro 1 inning, ya no lanza más en Vzla,0,1
MiguelBuraye,@caraquistas @mmonasterios79 si es el juego del Caracas Vs Magallanes deberia transmitirlo Basuravision,0,1
MiguelBuraye,@Parraga_Lvbp para la prox. Temp. No se extrañe q la UCV pida 1000% más a los @leones_cbbc y @tiburones_net por el alquiler del estadio,1,1
MiguelBuraye,@Parraga_Lvbp adicionalmente los @leones_cbbc y @tiburones_net dben conseguir estadio propio para no estar jalando bola a los choro d la UCV,0,1
MiguelBuraye,@CarlosValmore @MeridianoTV @marielisb22 @leones_cbbc y @tiburones_net deben buscar sede nueva este año para no estar jalando bo.. a la UCV,1,1
MiguelBuraye,@alejito_mendoza @CardenalesDice ojala y @aguilasdelzulia los humillen y se titulen hoy mismo, pero que los humillen,0,1
MiguelBuraye,@JoseJrjpena @erJC_20 @Parraga_Lvbp @CuerdaJodedores @aguilasdelzulia coño de pana jajaja! Cuando tengan salida al mar,0,1
MiguelBuraye,@erJC_20 @Parraga_Lvbp @CuerdaJodedores @aguilasdelzulia eso es bueno pero q las resguarden con los Marines,la CIA y el FBI xq sino adios tv,0,1
MiguelBuraye,@Parraga_ Lvbp L. Navas manda a dcir q esta muy molesto con la liga xq no le consiguierón boleto para Culiacan a los tira piedra del aparicio,0,1
MiguelBuraye,@Parraga_ Lvbp @beisbolsporting q suert tienen los q no se bañan, escucharemos a los aficionados dl equipo contrario a seatle corear "Machi",1,1
MiguelBuraye,@Parraga_ Lvbp estimado, que manda a decir el potro Alvarez que ya esta en maiquetia esperando a @MariamHabach,1,1
MiguelBuraye,@Parraga_ Lvbp para la prox. Temp. No se extrañe q la UCV pida 1000% más a los @leones_cbbc y @tiburones_net por el alquiler del estadio,1,1
MiguelBuraye,@Parraga_ Lvbp adicionalmente los @leones_cbbc y @tiburones_net dben conseguir estadio propio para no estar jalando bola a los choro d la UCV,0,1
MiguelBuraye,@Parraga_ Lvbp esperemos que la campaña 17/18 no sea vea empañada por la crisis económica q fue una de las consecuencias de la mala temporada,0,1
MiguelBuraye,@Parraga_ Lvbp @MeridianoTV estimado, Aguilar esta esperando el llamado de los expos de montreal,1,1
MiguelBuraye,@Parraga_ Lvbp estimado, M. Rosales manda a decir q esta listo para reforzar al gob, perdón a las águilas,1,1
MiguelBuraye,@Parraga_ Lvbp estimado, manda a decir K-arlos Rivero si con la cantidad de ponches q se metio pudo ayudar alguna fundación @CardenalesDice,1,1
MiguelBuraye,@CardenalesDice esta final el nombre de Cardenales hay q cambiarlo por K ardenales, esos bateadores K y K q lo diga C.Rivero @Parraga_ Lvbp,0,1
MiguelBuraye,@Parraga_ Lvbp por cierto estimado aunque ya un poco pasado d tiempo, entre otras divas q han dejado de jugar en #lvbp es Franklin Gutierrez,1,1
MiguelBuraye,@Parraga_ Lvbp @AlfonsoSaerG con este gentio que ha metido Zulia al estadio es probable q el juego d hoy lo gane Lara y mañana los matan,1,1
MiguelBuraye,@Parraga_ Lvbp estimado, usted q tanto manda a decir, x favor digale a Dorante y a todo el equipo d Lara que se vayan pal el coño de su madre,2,1
MiguelBuraye,@Parraga_ Lvbp estimado,no cree usted q las declaraciones q hizo Luis R. Machado contra @CardenalesDice no estaran insitando aún más la viole,0,1
MiguelBuraye,@Parraga_ Lvbp estimado, Dorante le manda a decir que por favor para el proximo juego le mande una jirafa y un cochino,0,1
MiguelBuraye,@alejito_mendoza @Parraga_ Lvbp estimado, q posibilidad hay d traer la puerta de la ktedral d bqto a C Rivero pa' vr si con eso no se poncha,0,1
MiguelBuraye,@Parraga_ Lvbp estimado Dorante manda a decir que se va a entregar por las buenas, q por favor no disparen,3,1
MiguelBuraye,@marcanosimon82 @Parraga_ Lvbp @WilliamsAliotti desde que el Sr. Scutaro empezo a jugar con San Francisco se olvido que en Vzla hay baseball,0,1
MiguelBuraye,@WilliamsAliotti @Parraga_ Lvbp Altuve es entendible q no juegue pero unos tipos como M.Cairo, M. Scutaro, O. Infante q son del monton,1,1
MiguelBuraye,@RecsFCB porque según los sesudos del baseball dicen que Ildemaro es más facil dominarlo a la derecha que a la zurda,0,1
MiguelBuraye,@marcanosimon82 @Parraga_Lvbp @WilliamsAliotti desde que el Sr. Scutaro empezo a jugar con San Francisco se olvido que en Vzla hay baseball,0,1
MiguelBuraye,@CardenalesDice Por ahí dicen los sesudos del baseball el que no hace le hacen @AlfonsoSaerG,0,1
MiguelBuraye,@CardenalesDice @AlfonsoSaerG alguien que sea más ilustrado que yo en baseball que me explique que hizo este sr. Vargas,0,1
MiguelBuraye,@Parraga_Lvbp esperemos que la campaña 17/18 no sea vea empañada por la crisis económica q fue una de las consecuencias de la mala temporada,0,0
MiguelBuraye,@Parraga_Lvbp estimado, manda a decir K-arlos Rivero si con la cantidad de ponches q se metio pudo ayudar alguna fundación @CardenalesDice,1,0
Negrecio,Si puntuara mis películas del 1 (no vale la pena que me maten saliendo del cine a las 11) al 10 (moriría feliz), es un 4 (ugh).,0,0
Negrecio,@fausto85 bueno, creo que nadie está esperando verlas en el cine . Aunque Nocturnal Animales la están pasando.,0,0
Negrecio,Yo en el cine con todos los amigos que me quedan en el país. pic.twitter.com/8ZUMMIbVNl,366,0
Negrecio,¿Esto no lo dijo Simón Bolívar ? https:// twitter.com/AndreinaBorges /status/784828793219317760 …,1,0
Negrecio,Es refrescante ver que una película como La La Land tenga varias nominaciones.,1,0
Negrecio,La película esa de Snowden de Oliver Stone es un aburrimiento perpetuo.,1,0
Negrecio,Ayer vimos Allied. Una película en la que siento que hubo un esfuerzo importante y fallido en que el público no quedará así: pic.twitter.com/XhgV3QVhAv,0,0
Negrecio,Esa gente saqueando va a estar en febrero llorando porque no hay comida .,3,0
Negrecio,¿Cuánto tiene que ser tu salario hoy para que no se vaya todo en comida ?,0,0
Negrecio,La aversión a una comida producto de un recuerdo desagradable es más fuerte que el odio, el amor y el chavismo combinados.,8,0
Negrecio,Cuando no tienes idea de qué es informática, computación , álgebra, estadística, probabilidad, ciencia, o un coño, dices estas burradas. https:// twitter.com/Juliococo/stat us/780777789700055041 …,1,0
Negrecio,Sabes, tengo 18, acabo de pasar a 3° semestre de Co... — Computación es una inversión, como cualquier otra. ... https:// curiouscat.me/negrecio/post/ 23062209 …,0,0
Negrecio,La Mega, sin locutores, con música permanentemente, es algo verdaderamente disfrutable.,5,0
Negrecio,Una tragedia lo del Chapecoense, pero los videos que ruedan por las redes con música triste e imágenes de los jugadores rayan en lo morboso.,2,0
Negrecio,En la oficina del doctor tienen puesta música clásica: ¿Qué clase de HTV es este?,1,0
Negrecio,Perga, las recomendaciones de música de Google Music >>>>>>>>>>>>> Las de Spotify.,0,0
Negrecio,Then again, quizás música clásica y shuffle son dos cosas que no pegan y ya.,0,0
Negrecio,Ninguno de los servicios de streaming de música que he probado (Apple Music, Spotify y Play Music) lo hacen bien con la música clásica.,0,0
Negrecio,Es viernes. Recomiéndenme música .,0,0
Negrecio,La mejor empanada es la de pollo, seguida de la de cazón. La de queso la como si no queda nada más.,1,0
Negrecio,No sé nada de las relaciones EEUU-Aruba-Venezuela, pero yo acá no conseguí ni una empanada , pero estoy desayunando en Starbucks. Perdimos.,0,0
MariaVaniuska,Dígame en el cine con las cotufas,0,0
MariaVaniuska,Karma es que chabe pretendía revivir el socialismo y ahora la derecha usa su gestión de mierda a su favor,0,0
MariaVaniuska,Quiero hacer mis pasantias en una cadena de comida rápida.,0,0
MariaVaniuska,La comida de alguien al lado mío huele a peo.,0,0
MariaVaniuska,La que puede funcionar cero peo sin servicios es la UCV, cómo sea llegas y en donde sea así sea un pan te comes. Pero la USB esta apartada.,2,0
MariaVaniuska,Panas sin servicio no hay USB , es la universidad más incómoda del planeta en el pleno coño de la madre. No se puede.,13,0
rmonascal,@CarlaStabile Aún hoy no todo ingeniero en computación tiene que usar algo de IA, pero cada día aumenta la aplicabilidad. Quizá pronto. :),0,0
rmonascal,Que materias vas a dar el proximo trimestre? — Tentativamente, Lab de Algoritmos 1 y Computación 1. :) http:// l.ask.fm/igoto/45DKECN7 5V62DDAUPY6IQO7R6KDDHLAJQHZ6RR5RCD43F55J2RWZGYSPFNH46SZXL2Z7QEAOAYUWOPQT3UY7C65IGTZ3JGBAUUIAPR2ICZXQSK7VB2KC6IF7QKUP5UTXTXXJSBY343NHHGMVJSPAYQR66HBWXZUY2PTVL6DKWHX6AUXIDJXGDZXP5VB2JYXAWJQOC=== …,0,0
rmonascal,Salimos en las noticias (de la USB ). :D http:// usbnoticias.info/post/49122,1,0
rmonascal,Una joya invaluable de la música , por siempre. https://www. youtube.com/watch?v=4Tr0ot uiQuU …,0,0
jqoriginal,Adiós @Magallanes _bbc @leones_cbbc y @OficialTigres Los favoritos? @LVBP_Oficial #LVBP #Beisbol #Venezuela,1,1
jqoriginal,Viene el 9no para @Magallanes _bbc Como dice el poeta @pepedelgado44 El inning del Alma Llanera! #eliminados,1,1
jqoriginal,Me gustan sus opiniones. Espero mas comentarios. La @LVBP_Oficial es solo @leones_cbbc y @Magallanes _bbc ?,0,1
jqoriginal,De los creadores de @leones_cbbc ELIMINADO. Llega @Magallanes _bbc también ELIMINADO. Acaso el béisbol venezolano es Caracas y Magallanes ?,2,1
jqoriginal,CONCURSO Caracas vs Magallanes Quieres ganarte 2 entradas para el encuentro entre @leones_cbbc … https://www. instagram.com/p/BN_uAYAjHL3/,0,1
jqoriginal,Hablando de la @LVBP_Oficial el nivel mostrado en el @leones_cbbc @Magallanes _bbc no se compara ni a un juego de Beisbol AA #mejornivel,0,1
jqoriginal,Adiós @Magallanes_bbc @leones_cbbc y @OficialTigres Los favoritos? @LVBP_Oficial #LVBP #Beisbol #Venezuela,1,1
jqoriginal,Me gustan sus opiniones. Espero mas comentarios. La @LVBP_Oficial es solo @leones_cbbc y @Magallanes_bbc ?,0,1
jqoriginal,De los creadores de @leones_cbbc ELIMINADO. Llega @Magallanes_bbc también ELIMINADO. Acaso el béisbol venezolano es Caracas y Magallanes?,2,1
jqoriginal,Estas de acuerdo con la designación de Yorvit Torrealba como nuevo mánager de los @leones_cbbc dada la situación actual del Equipo?,0,1
jqoriginal,Hablando de la @LVBP_Oficial el nivel mostrado en el @leones_cbbc @Magallanes_bbc no se compara ni a un juego de Beisbol AA #mejornivel,0,1
jqoriginal,Merecido el titulo de las @aguilasdelzulia Felicidades! Lo mereces @lipsonava17 Campeones de la @LVBP_Oficial Temporada 2016-2017 #LVBP,1,1
jqoriginal,Maracaibo merece esto @aguilasdelzulia,0,1
jqoriginal,A poner el candado Silvino Bracho. Quien mas? @aguilasdelzulia @LVBP_Oficial,0,1
jqoriginal,El inning del alma llanera según @pepedelgado44 Las @aguilasdelzulia a alzar la Copa de la @LVBP_Oficial #LVBP,0,1
jqoriginal,Ya están frias las botellas? @aguilasdelzulia #LVBP #Beisbol @LVBP_Oficial,0,1
jqoriginal,Solo 3 outs separan a las @aguilasdelzulia de ser los campeones de la @LVBP_Oficial,2,1
jqoriginal,Hoy la fiesta de patacón en Maracaibo. Y la comienza el Águila Negran. Arriba @aguilasdelzulia @LVBP_Oficial #LVBP #Beisbol,0,1
jqoriginal,Y las @aguilasdelzulia volvieron a Ganar. @LVBP_Oficial #LVBP #Beisbol #Venezuela,0,1
jqoriginal,Y las @aguilasdelzulia volando,0,1
jqoriginal,Sustituciones en la Final de @LVBP_Oficial @CardenalesDice Denis Phipps y Pedro Rodriguez @aguilasdelzulia Mario Lissón y Wilfredo Ledezma.,0,1
jqoriginal,Gran esfuerzo de los Canales de Televisión para transmitir la Final de la @LVBP_Oficial entre los @CardenalesDice y las @aguilasdelzulia,1,1
jqoriginal,El lanzador Wilfredo Ledezma y el utility Mario Lisson fueron escogidos por las @aguilasdelzulia #FinaldelaLvbp,0,1
jqoriginal,Desde la temporada 1999-2000 las @aguilasdelzulia no pasaban a la final de la @LVBP_Oficial Bien merecido @lipsonava17 Felicidades Maracaibo,1,1
jqoriginal,@caribesanz y @aguilasdelzulia disputaran una de las series de los Play Off de la @LVBP_Oficial iniciando en Alfonso Chico Carrasquel #LVBP,0,1
jqoriginal,El reto de las @aguilasdelzulia es obtener 2 victorias ante @OficialTigres en Maracay #Lvbp #Beisbol #Venezuela,1,1
jqoriginal,Por cierto con un WP también se gana un juego de pelota. Las @aguilasdelzulia barrieron a @OficialTigres en Casa. #Lvbp #Venezuela,1,1
jqoriginal,La ofensiva de las @aguilasdelzulia haciendo el trabajo. Una regadera frente a @OficialTigres @LVBP_Oficial #Lvbp #Venezuela #Beisbol,0,1
jqoriginal,Gran trabajo del bullpen para que las @aguilasdelzulia ganen el primero del Play Off a los @OficialTigres Bien @lipsonava17 @LVBP_Oficial,3,1
jqoriginal,#DraftLVBP @aguilasdelzulia tomaron a Ronny Cedeño, Mitch Lively y José Tábata.,1,1
jqoriginal,Play Off @LVBP_Oficial 2016 Mcbo @aguilasdelzulia @OficialTigres Bqto @CardenalesDice @labarrabrava Pto @caribesanz @tiburones_net #LVBP,1,1
jqoriginal,El Águila Negra @JosePirela12 es el MVP de la Final de la @LVBP _Oficial Temporada 2016-2017,1,1
jqoriginal,A poner el candado Silvino Bracho. Quien mas? @aguilasdelzulia @LVBP _Oficial,0,1
jqoriginal,Ya están frias las botellas? @aguilasdelzulia #LVBP #Beisbol @LVBP _Oficial,0,1
jqoriginal,Solo 3 outs separan a las @aguilasdelzulia de ser los campeones de la @LVBP _Oficial,2,1
