USERNAME,TEXT,RETWEETS,ABOUT_BASEBALL
IsaiGuarecuco,Ha ganado el #Magallanes a dormir tranquilo #juegazo #LVBP,0,1
IsaiGuarecuco,La situacion pedia toque de bola no importa que estuviera al bate Adonis. Habia q avanzar a Cedeño #magallanes,0,1
IsaiGuarecuco,De paso.. que clase de cagada. El propio rookie #magallanes,0,1
francontrer,@LVBP _Oficial error la forma en q manejan el Draft prepárense para aprovechar y transmitan en vivo con anunciantes estan perdiendo dinero,0,1
francontrer,"extraña poca cantidad de juegos en la LVBP para un fin de semana, todo para un Domingo de pausa electoral pero el CNE se hizo el loco",0,1
Fulichan,"TSJ dicta sentencia de que el Caracas y Magallanes no están eliminados, ordena sean reincorporarados de MANERA INMEDIATA al Campeonato",0,1
Fulichan,#LVBPxMTV Bernabé Arsenio León no llegó del Magallanes,0,1
Fulichan,@cmrondon claro que se sabe a quién le dan a 10 !! Una parte al béisbol por ejemplo !!,0,1
Fulichan,"@CarlosValmore golpe al béisbol , a la decencia, a la ética y falta de respeto a la ley !! Una Inmoralidad contratar a Alex Cabrera !!",3,1
Fulichan,#lypsoboys los muchachos de Lipso y la Aguilas del Zulia !! @yoyoamaro @yurinderrincon @loscronistas @CarlosValmore @carlitosfeo19,0,1
Fulichan,@TrapieLLo @LVBP _Oficial @WilCastellano como el país !?,0,1
Fulichan,@LVBP _Oficial @ojprieto por favor la chicharra de bravos ya no se aguanta en el estadio !!!,0,1
Fulichan,@ElSamurai38 @LVBP _Oficial deberías tener vergüenza y dejar de buscar en la justicia lo que no pudiste lograr como jugador !! MEDIOCRE !!,0,1
JorgeUAM21,. @mariomax7 @Joseamg11 Nadie quería a Lively. Yo quería fuera a Magallanes por el nada más,0,1
JorgeUAM21,Expulsado Pirela. Empieza el show de los árbitros para favorecer a Magallanes o Leones. Que clase de marditos,5,1
JorgeUAM21,"@mariomax7 @Joseamg11 Magallanes ya clasificó. Tiene buen equipo y Malave si sabe mover las piezas, García es cualquier verga",0,1
JorgeUAM21,"@Joseamg11 @mariomax7 Nos jodimos con Lively. Ya fue, Magallanes ya está en enero. Tigres y Tiburones se mataran por el 6to",1,1
JorgeUAM21,Es la segunda vez en la temporada que nos intentan robar ante Magallanes . La primera vez los terreneamos,0,1
JorgeUAM21,Falta el Águilas - Magallanes de mañana martes 7pm anunciado por Meridiano TV https:// twitter.com/josegrasso/sta tus/805835522786607105 …,0,1
JorgeUAM21,@Neriojosex @mariomax7 Tengo esperanza en Hernández. Ante Magallanes se vio bien en su primera apertura hasta q nos jodío el árbitro,1,1
JorgeUAM21,Creo que es necesario que el chamo que vino de Magallanes juegue en lugar de Herrera.,0,1
JorgeUAM21,Mieeeerrrrr Magallanes no pierde más nunca cambiaron a Machi https:// twitter.com/carlitosfeo19/ status/801910892615139328 …,0,1
JorgeUAM21,"@44Jesteller El de Magallanes ? Dejo caer un fly 10mts detrás del ante Águilas, se quedó parado viendo, Endy corrió 30mts y no llego",0,1
JorgeUAM21,Out 27. Victoria Aguilucha 3 x 6 al Naufragantes del Magallanes . Vamos nojodaaaaaa. #Aguilas y sin ningún caballo,0,1
JorgeUAM21,Hoy Magallanes solo ligo cuando el árbitro nos robo. Una pelota que salió y que era foul y que ni quisieron revisar,0,1
JorgeUAM21,@mariomax7 Ya Magallanes tiene al Cubano. Aquí un maldito prospecto clase A no quiere venir. Algo pasa,0,1
JorgeUAM21,@mariomax7 Magallanes tampoco? Caribes? El único equipo q siempre está sin caballos es Águilas y en enero se van 10,0,1
JorgeUAM21,Que clase de doble Play metió Jose Rondon. Apaguen las luces. Ya gano Magallanes,0,1
JorgeUAM21,Águilas también acaba de poner bajo protesta el partido al igual que Magallanes y Lara en sus partidos ante Tigres donde estuvo Alex Cabrera,0,1
JorgeUAM21,"Abaniiiiiiiica el 3ro. Out 27, #Águilas gana 3x2 al Magallanes . Otra vez el cartagenero la figura ofensiva. Y Arcenio León tiene 3 salvados.",1,1
JorgeUAM21,Otra vez el Colombiano Rodriguez responde al bate. El cartagenero impulsa la 2da del partido para el. Arriba #Águilas 3x2 ante Magallanes,0,1
rafaelj25,@PepeBeisbol y que paso con José altuve no iba a jugar con Magallanes ?. ...,0,1
rafaelj25,@PepeBeisbol magallanes cometió el error de cambiar hombres de utilidad por nombres como el de felix hernandez solo por dar un ejemplo,0,1
rafaelj25,@asieselbeisbol @aguilasdelzulia tendras datos desde cuando @CardenalesDice no es de una eliminatoria?,0,1
rafaelj25,@LVBP _Oficial los números de montero fueron muy superiores ademas cardenales termino la semana con 5 y 1..que criterios utilizan uds,0,1
tomperiodista20,Y que Magallanes pierda los dos juegos que le restan para tener vida,0,1
tomperiodista20,#LVBP Victoria de Bravos y derrota de Magallanes los deja igualados en la sexta posición con 28 G y 33 P. Leones cayó y queda con 27-34,1,1
tomperiodista20,Magallanes despidió al “Almirante” y anuncia como mánager a Omar Malavé https:// purobeisbolybaloncesto.wordpress.com/2016/12/06/mag allanes-despidio-al-almirante-y-anuncia-como-manager-a-omar-malave … pic.twitter.com/EexQsIBj9G,0,1
tomperiodista20,Magallanes no pudo contener a unos Bravos arrolladores https:// purobeisbolybaloncesto.wordpress.com/2016/10/07/mag allanes-no-pudo-contener-a-unos-bravos-arrolladores … pic.twitter.com/xFn9HpOIRa,0,1
tomperiodista20,Alfredo Pedrique dijo estar tranquilo tras salir de Leones del Caracas https:// purobeisbolybaloncesto.wordpress.com/2016/12/16/alf redo-pedrique-dijo-estar-tranquilo-tras-salir-de-leones-del-caracas … pic.twitter.com/VmAGcpJPZK,0,1
tomperiodista20,"El deporte con mayor cantidad de seguidores es el béisbol , y muy a pesar de lo que fue el boom de la Vinotinto RT @Elpulgarin @LCRN01",0,1
tomperiodista20,Clasificados al Playoff de la LVBP se fortalecieron https:// purobeisbolybaloncesto.wordpress.com/2016/12/31/cla sificados-al-playoff-de-la-lvbp-se-fortalecieron … pic.twitter.com/9kEzyX3FUS,0,1
tomperiodista20,#LVBP Además los bengalíes tendrán entre sus piezas a Alex Sanabia y Luke Irvine y finalmente Bravos decidió sumar a Jesús Aguilar...,0,1
tomperiodista20,"#LVBP Ronny Cedeño, Tiburones incorpora a Henry ""Pollito"" Rodríguez, Kramer Sneed y Jesús Sucre,Tigres se refuerza con Endy Chávez...",0,1
tomperiodista20,"#LVBP Franklin Morales, Caribes contará con Jhoulys Chacín, Mario Lissón y Edgar Ibarra. Aguilas suma a José Tábata, Mitch Lively...",0,1
tomperiodista20,"#LVBP Selecciones en el Draft de Sustituciones y Adiciones: Cardenales tendrá a los lanzadores Hassan Pena, Juan Carlos Gutiérrez...",0,1
tomperiodista20,#LVBP en el Draft de Sustituciones de cara al inicio del Playoff,0,1
tomperiodista20,"#LVBP Cardenales triunfó y a falta de dos jornadas se aseguró terminar como primero de la ronda eliminatoria, lo que le dará el primer lugar",0,1
tomperiodista20,#´ LVBP La única forma forma en que Leones se clasifique en barriendo a Bravos en sus dos choques restantes y que Tigres gane uno y pierda...,1,1
tomperiodista20,#LVBP Ratificados en sus puestos Richard Garcés (pitcheo) y Antonio Armas (bateo),1,1
tomperiodista20,"#LVBP Además se informó la salida del coach Edgar Alfonzo, Yunir García nuevo coach de banca, Marco Yépez coach de 3B, Andrés Espinoza 1B...",0,1
tomperiodista20,#LVBP Leones acaba de anunciar la información oficial: Alfredo Pedrique no continuará como mánager. Encargado: Yorvit Torrealba...,1,1
tomperiodista20,@enisman Buena pregunta estimado las acciones previas fueron increibles pero el colmo es que busquen que se declare a la LVBP en desacato,0,1
tomperiodista20,Presentan Juego de Estrellas LVBP 2016 https:// purobeisbolybaloncesto.wordpress.com/2016/11/10/pre sentan-juego-de-estrellas-lvbp-2016 … pic.twitter.com/MYqcv5Uhrk,0,1
tomperiodista20,@LVBP _Oficial Saludos una consulta el Jugador de la Semana lo anunciarían hoy o mañana?,0,1
tomperiodista20,#LVBP El quisqueyano acumuló además 10 impulsadas y se alzó con 63% de los votos superando a Seth Frankoff de Leones,0,1
tomperiodista20,"#LVBP Denis Phipps electo por segunda ocasión seguida como Jugador de la Semana. El dominicano bateó para .478 de AVG, 4 HR...",0,1
tomperiodista20,@LVBP _Oficial Saludos una consulta el manager Eduardo Pérez estaría de vuelta para cual partido de esta semana?,0,1
tomperiodista20,#LVBP Caribes tuvo una mejor ofensiva pero el pitcheo fue irregular y termina cayendo por 12-11 ante Águilas que logra la barrida,0,1
jblanco_2017,@leones_cbbc Y se hizo mas dificil por la forma en que manejaste el bullpen.Garate es un excelente pitcher pero no esta en su año.,0,1
jblanco_2017,"@leones_cbbc Lo del Caracas se llama inconsistencia, y eso viene desde la temporada pasada y no se corrigieron en el receso de temporada",0,1
jblanco_2017,@F_JavierO @caraquistas Saca la politica de este sitio que es para intercambiar opiniones sobre los GLORIOSOS LEONES DEL CARACAS .,0,1
jblanco_2017,"@leones_cbbc Esta bien esta sucediendo a principio de campaña, pero esa racha de derrotas hay que cortarla ya estaliga es demasiado corta.",0,1
jblanco_2017,@leones_cbbc Para abrirle cupo en el roster el sacrificado va ser nuevamente Aharon Eglleston.,1,1
jblanco_2017,@aledbuce @caraquistas Pero no bateo en el momento que se necesitaba que lo hiciera y eso es lo se nota en el beisbol lamentablemente.,0,1
jblanco_2017,@andrizsandra @caraquistas Si pero primero esta la disciplina y respetar al beisbol el poco a poco va ir aprendiendo.,1,1
jblanco_2017,@Bks_castillo @caraquistas Pitcheo y defensa es lo mas promordial en el beisbol y ahi es donde esta fallando el Caracas.,0,1
jblanco_2017,@alexpinto1989 @LVBP _Oficial Ok gracias pana.,0,1
jblanco_2017,@alexpinto1989 @LVBP _Oficial Bueno y no lo habian dejado libre?,0,1
cfereira,"Tenía que castigar el béisbol a Eduardo Pérez, que mal manejo el picheo",0,1
cfereira,La defensiva de las Águilas... poesía #LVBP,0,1
cfereira,"Salió barato el caracas en este primer inning, 1 a 0 para las #aguilas #LVBP",0,1
cfereira,Quien ganara el juego de hoy #LVBP,0,1
DesdeDiamante,"empate triple en el quinto lugar, Tiburones quedaría quinto y el juego extra sería Magallanes -Bravos por el sexto cupo en Valencia.",0,1
DesdeDiamante,"empate cuádruple, Aragua 4to Magallanes 5to y Tiburones de La Guaira deberá jugar un partido extra contra Bravos, en Caracas",0,1
DesdeDiamante,"@IgnacioSerrano Nacho, acá sale el roster de Magallanes",0,1
DesdeDiamante,"El lanzador Robinson López, descartado por @OficialTigres vendrá con @Magallanes _bbc",0,1
DesdeDiamante,"@CABOFICIAL si. Fíjate el abridor que trajo ayer Magallanes , malisimo",0,1
DesdeDiamante,@MartinM75648368 @Fryddmar depende de los resultados que obtengan Caracas y magallanes,0,1
DesdeDiamante,"Esperando el.juego de hoy Magallanes vs Tigres, a ligar una victoria felina, a pesar de Eduardo Pérez",2,1
DesdeDiamante,"Primer hit que recibe Walden en el encuentro, hr de Chirinos en el 5to inning. @OficialTigres 0 @Magallanes _bbc 1",0,1
DesdeDiamante,@federickortega @OficialTigres y el sábado ante Magallanes irá Torres??,0,1
DesdeDiamante,"Resultados de ayer en la #LVBP Caribes 6, Lara 5 (J1) Bravos 8, Zulia 3 Lara 3, Caribes 1 (J2) Caracas 7, Magallanes 4 Aragua 8, LG 6",0,1
DesdeDiamante,"En2002JosmirRomero,SteveSinclair,BeauKempyRichardGarcéslanzaron el unico no hit historia de los @OficialTigres ante magallanes",0,1
DesdeDiamante,Según @EfrainZavarce los @OficialTigres recibieron de Magallanes al diestro Diego Moreno a cambio del zurdo Edgar Ibarra,1,1
DesdeDiamante,"Ayer el Magallanes le dio con el tobo al picheo de @OficialTigres 16 hits, entre ellos 3 dobles, 3 triples y 1 hr",0,1
DesdeDiamante,Novena victoria al hilo de Magallanes en Maracay en temporada regular,0,1
DesdeDiamante,"Line up #Tigres 26-10 vs magallanes Tocci 9, flores 7, Núñez 5, Álvarez 3, Quiroz BD, amaya 4, Teodoro 8, graterol 2, ascanio 6, pino 1",0,1
DesdeDiamante,"Dos duelos hoy en la #LVBP Águilas visitan al magallanes , con el duelo entre Kurt Heyer y Jesús Zambrano y transmisión de @DIRECTVSportsVE",1,1
MarioKBL,"@arturomarcano buenas noches. Disculpe la molestia, podría ud decirme, cuantos peloteros conforman el roster semanal en la LVBP . Gracias",0,1
RUGBYDEPLAYA,@hjcaraballo @cimc78 contra Magallanes la serie particular contra los tigres no debería favorecer al magallanes,0,1
RUGBYDEPLAYA,@hjcaraballo @cimc78 el pana dice claro si pierden los tigres y gana magallanes así como favorecen a la guaira la serie particular,0,1
RUGBYDEPLAYA,@DiegoACastillo cabe destacar que Gálviz si debutó con el Magallanes y fue en la temporada 2010-11 por si tienes dudas aquí tienes la info,0,1
RUGBYDEPLAYA,@rafapetit11 Mejía debutó con Magallanes en la temporada 2003-04 no con el Zulia como acabas de mencionar y el cambio fue por,0,1
RUGBYDEPLAYA,@AlfonsoAlvarezD @LVBP_Oficial y donde están pasando el juego de magallanes -bravos que no veo la doble transmisión solo triple de la misma,0,1
RUGBYDEPLAYA,@Magallanes _bbc que paso con la transmisión del juego?,0,1
RUGBYDEPLAYA,@AlfonsoAlvarezD @LVBP _Oficial y donde están pasando el juego de magallanes-bravos que no veo la doble transmisión solo triple de la misma,0,1
RUGBYDEPLAYA,@salasjg @jrafarodriguez Mario Martinez Llegó a los bravos de margarita por medio Del cambio de rivero y cesar hernandez por jimenez y el,0,1
RUGBYDEPLAYA,@Turco1955 pero el pz solía ser abridor es decir que no debería tener problemas yo lo digo por que Carlos Hernández ya esta ido del baseball,0,1
VictorTovar91,"Caracas y Magallanes , ambos equipos merecidamente eliminados confirmando ser los dos peores equipos de la temporada 2016-2017 #LVBP",1,1
VictorTovar91,Magallanes el próximo...,0,1
VictorTovar91,"Ahora pasamos a un triple empate en el 4to. Lugar entre Magallanes , Tigres y Tiburones... Vamos peleando por la clasificación #ARRIBATIGRES",0,1
VictorTovar91,"Ahora de un triple empate en el 6to., pasamos a un Triple empate en el 5to., entre Magallanes , Bravos y Tigres... Leones último ½ por debajo",1,1
VictorTovar91,"Gana Magallanes en Margarita, empatando a Bravos y a Tigres de Aragua ahora en el 5to. Lugar.",0,1
VictorTovar91,"Finaliza el juego en Caracas, se concreta la barrida de Leones sobre Tigres, ocasionando un triple empate entre ellos y Magallanes .",1,1
VictorTovar91,"Gana Cardenales, resultado favorable para los Tigres de Aragua que ahora sacan 1.5 por encima del Magallanes .",0,1
VictorTovar91,El eterno Endy Chávez responde y pone al Magallanes a 1 carrera del empate.,0,1
VictorTovar91,@hjcaraballo Y más con mis Tigres inspirados y el Magallanes peleando ahí ahí en la mira hacia Tiburones.,0,1
VictorTovar91,Empató La Guaria tras error en tiro a primera del Magallanes .,0,1
VictorTovar91,Gran victoria de los Tigres de Aragua para mantenerse en la pelea con Magallanes por los últimos puestos de clasificación a Playoffs #LVBP,1,1
VictorTovar91,"Y bueno, ahora 5-0 a favor del Magallanes ... Lo peor, Tigres no muestra señales de reaccionar, en fin.",0,1
VictorTovar91,"4 carreras de diferencia tenía Caribes, pero de manera dramática Magallanes remonta con 5 carreras para ganar en el 9no. Inning.",1,1
VictorTovar91,Jajajajajaja Magallanes terreneó dramáticamente a Caribes,0,1
VictorTovar91,"Magallanes terrenea al Caracas 10-9, bueh.",0,1
VictorTovar91,"Magallanes 20-7 Caracas #SuperPaliza Ahora es un logro que acerté con la alta pero Golden State pierde por 15pts., #ToyJodido",0,1
VictorTovar91,Magallanes es el nuevo Negan...,0,1
VictorTovar91,"Y de manera impresionante ganan los Leones del Caracas 9-8 a los Navegantes del Magallanes , remontando 7 carreras #EternosRivales #LVBP",0,1
solotigreros,@georgeminator marico el loco da la noticia hablando del Ronald Acuña q jugo con Magallanes se nota q ya lo de el es beisbol Dominicano,1,1
solotigreros,"No se confundan, la celebración x la eliminación de Ccs y Magallanes no es xq se le tenga miedo, es x lo JETONES q son sus fanáticos!!!",23,1
solotigreros,"Bailey de vuelta en los Tigres, pasamos a playoff, ayer eliminado el Caracas, hoy eliminado Magallanes , que bella es la vida",6,1
solotigreros,Caracas y Magallanes ELIMINADOS!!! la vida es bella...,11,1
solotigreros,Bravos y Magallanes están ganando sus juegos,2,1
solotigreros,Diego Moreno y Jean Machi ese par de joyas que llegaron desde Magallanes ...,0,1
solotigreros,"Caracas y Magallanes perdiendo, ahora más q nunca hay que ganar este juego!!",5,1
solotigreros,"Josmil Pinto acaba de dar HR de 3 carreras para poner arriba a Magallanes , Ezequiel Carrera aun no se ha probado el uniforme de los Tigres",6,1
solotigreros,"Lara juega con Magallanes mañana, ojala salgan con su equipo completo no como hoy q salieron a media maquina contra Leones...",2,1
solotigreros,"Magallanes ganando su juego, pero pierde La Guaira al menos...",1,1
solotigreros,"Boston deja que Eduardo Rodriguez lance con Magallanes y mandan a parar a Walden, así de ilógico es esto...",7,1
solotigreros,"Magallanes a 3 outs de concretar su victoria, estaríamos oficialmente fuera de la clasificación...",5,1
solotigreros,"Somos la sopa del Magallanes , menos mal este es el ultimo juego de la temporada con esa gente...",1,1
solotigreros,Y lo que tenía que terminar siendo out en home fue safe y acto seguido Hit al centro para la 2da carrera de Magallanes ...,0,1
solotigreros,"Magallanes bases llenas sin dar un solo Hit, y pensar q a Miguel Mendez lo mandaron a la paralela x su defensa...",0,1
solotigreros,"Ahora viene Magallanes con dos outs bases limpias agarran un boleto, avanzan a 2da x wild y terminan anotando con un hit!!",0,1
solotigreros,"Caribes le puso el juego a Magallanes 9 a 7, luego de estar perdiendo 9 a 0, aun están en el 8vo inning #VamosTribu",1,1
solotigreros,Y ya el Caracas ya volteo su juego... Magallanes gana 9 a 0 vamos directo al sótano!!,0,1
solotigreros,"@RodriiguinhoGNZ la baja en 5 innings xD, mañana Hernan regresa, el fin de semana dos juegos con Magallanes esto esta feo diría Beto Perdomo",1,1
solotigreros,"Y les recuerdo a todos los q se cansaron de hablar pestes de Ibarra, q en el Magallanes esta lanzando primores!!",1,1
maenlaray,@EfrainZavarce @leones_cbbc @aguilasdelzulia @IVC_NETve @chersiaf @PRMAIO ya instalado esperando el partido!,0,1
maenlaray,@luciashan_poo @aguilasdelzulia ayer nos pasó factura el mal corrido de bases del 1er episodio,0,1
maenlaray,@DavidChacon30 @aguilasdelzulia @labarrabrava lo que es eso y las redes sociales de las aguilas dejan mucho que desear!,0,1
maenlaray,@mariomax7 @gerardVmosh son vainas mías pero @aguilasdelzulia no ha sacado un inning por la vía rápida desde ayer...,0,1
maenlaray,@mariomax7 @aguilasdelzulia coño si! y en Ccs no he podido sintonizar con radio sintonia.,0,1
maenlaray,@mariomax7 @aguilasdelzulia conociendo el ritmo debe estar listo como para el lunes...,0,1
maenlaray,"@mariomax7 al parecer es este fin de semana, será que @aguilasdelzulia no contará con Rodriguez?",0,1
maenlaray,@mariomax7 @aguilasdelzulia @yoyoamaro será q pueden contratar alguien q maneje las redes sociales y nos mantenga informados oportunamente?,0,1
maenlaray,@mariomax7 @aguilasdelzulia de pana! Ni siquiera un resumen de los juegos de pretemporada!,0,1
maenlaray,@JoseGasspar @LVBP _Oficial también estoy a la espera de esos roster oficiales,0,1
overvasq,@bernabeperezc Arcenio León no ha jugado con el Magallanes,0,1
overvasq,@aguilasdelzulia esa emisora no trasmite en Caracas los juegos la am 1420 sean serios.,0,1
AngelDz32,Si haciendo marketing con los jugadores @Magallanes _bbc que con eso se ganan juegos ...,0,1
AngelDz32,Este juego de hoy me recuerda cuando #Magallanes trajeron a Pablo Sandoval en un helicóptero .. El mismo circo con Félix,1,1
AngelDz32,Siempre y cuando Magallanes haga su trabajo .. https:// twitter.com/LaCuevaTigrera /status/812774921256534016 …,0,1
AngelDz32,Jugar en Valencia este año para Magallanes ha sido una peste .. https:// twitter.com/Jmsn96/status/ 812153673837060096 …,1,1
AngelDz32,Ahora bien #Magallanes enfrentará su PEOR Rival de esta temporada EXACTO jugar de local en el JBP.. necesitamos q la gente apoye,1,1
AngelDz32,Los 9no Inning de Magallanes son un Dilema desde hace unos 15 años más o menos https:// twitter.com/Jmsn96/status/ 812151823213719552 …,0,1
AngelDz32,Tigres Lara son los machos de esta partida .. Si Magallanes termina de engranar es el único que le puede hacer frente a estos 2,1,1
AngelDz32,Eso es todo @efranco44 mostrando lo que tienes en la lomita y metiéndote a la fanaticada de #Magallanes en el bolsillo,2,1
AngelDz32,Que bien pasar el 24 de Diciembre en la clasificación ... Un respiro para la fanaticada de #Magallanes,0,1
AngelDz32,Y sobre todo lo bien que le vino su llegada al Magallanes en lo personal ... Sobre todo en la ofensiva https:// twitter.com/Turco1955/stat us/812122778480640000 …,0,1
AngelDz32,En qué momento se ha crecido y ha agarrado confianza en la lomita Enderson Franco #Magallanes #Nasty,0,1
AngelDz32,Fue el mejor juego de la temporada .. lastima que lo perdió #magallanes TODO el mérito para LG sin excusa !,0,1
AngelDz32,@ERSANZZ @RobyKing ya va como que arrope ? Hay más gente de Magallanes que de LG en el UCV vaya vaya @mariomax7 la 3era mejor fanaticada,0,1
AngelDz32,"Alex Sanabia: Me encanta esta ciudad (Valencia), el equipo es maravilloso y encantado de estar en esta liga #Magallanes",0,1
AngelDz32,"Se acabó la maldición de esta temporada de @Magallanes _bbc ""no ganar 4en filas"" soplan buenos vientos en el equipo naval ..",0,1
AngelDz32,Y a Ganado el Magallanes .. y al fin pudimos ligar la 4ta victoria consecutiva y en que momento !!!,1,1
AngelDz32,"Ay papá y 4 con Magallanes , LG comí q puede ir prendiendo las alarmas https:// twitter.com/bandes_dionisi o/status/809943166401081344 …",2,1
AngelDz32,Necesito el Replay de la jugada de Endy Chavez @Magallanes _bbc ...,1,1
AngelDz32,Sin duda alguna el mejor CF de esta liga el Capitán Endy Chavez #Magallanes,2,1
AngelDz32,Q si Magallanes llega a Enero les puede dar un infarto a más de uno https:// twitter.com/mariomax7/stat us/809922022394499072 …,0,1
Harlen03,@JAguilarCLE fallo en su último turno el martes en #valencia en el maratonico #ccs #magallanes @Tomapapa,0,1
Harlen03,"@Magallanes _bbc no deja de anotar, por lo menos 1 por cada episodio! Se desplomó por completo el picheo de @leones_cbbc",0,1
Harlen03,Recuerdo cuando una entrada para un #magallanes #caracas costaba el doble que contra cualquier otro equipo en la #ucv hoy venden hasta #2x1,0,1
Harlen03,No puedo creer que exista un peor bullpen que el de los @leones_cbbc,0,1
Harlen03,@alexiamarista5 nuevamente dejando la brecha abierta para @leones_cbbc,0,1
Harlen03,Vamos #leonesdelcaracas este es el inning,0,1
Harlen03,"Aunque Luis Diaz comenzó inseguro en los primeros inning, ahora mismo, este juego se convirtió en un duelo de picheo #leonesdelcaracas",1,1
Harlen03,Vamos @leones_cbbc a salir de esa mala racha!,0,1
Harlen03,@lorriv09 @leones_cbbc @caraquistas ojalá juegue pronto Ramón Cabrera,0,1
Harlen03,Veamos que trae este musiu @leones_cbbc,0,1
Harlen03,Bueno señores a batear! Hace falta ganar un juego para sacudir a ese viaje de carreras entre ayer y el domingo @leones_cbbc,0,1
Harlen03,"@rafaeln_guevara @leones_cbbc en pitcher de hoy es muy bueno, pero los errores lo sacaron! Bueno y tampoco batean",0,1
Harlen03,Errores y más errores #leonesdelcaracas,0,1
Harlen03,"Y continuamos con los errores mentales, Tovar arriesgo demasiado yéndose a la goma, venía el bateador más caliente de @leones_cbbc",0,1
Harlen03,"3/3 en orden se va esta entrada, ahora a ganar @leones_cbbc",0,1
Harlen03,"Estos 3 sin netamente bateadores de recta, a ver cómo le va a Pirela @leones_cbbc",0,1
Harlen03,"Si se sigue poniendo abajo en el conteo, esta noche será larga para @leones_cbbc",0,1
Harlen03,"Una vez más los abridores de @leones_cbbc fallando, esperamos que el bullpen y la ofensiva hagan su trabajo",0,1
Harlen03,Se rompen 18 entradas sin permitir carreras @leones_cbbc,0,1
Harlen03,"Es increíble, no producen, no carburan, así es muy difícil ganar un juego de pelota, ahí es muy difícil subir en la tabla @leones_cbbc",0,1
Harlen03,Yo comprendo que la culpa no es de Predique pero alguien indudablemente tendrá que asumir la culpa @leones_cbbc,0,1
Harlen03,Tercer turno fallado para Rondón con hombre en posición anotadora @leones_cbbc,0,1
hectorI42,"El lanzador Julio Vivas pasó a #Magallanes , mientras que las #Águilas recibieron al infielder Ángel Aguilar",1,1
hectorI42,#Águilas Doblete de Giovanny Urshela deja en el terreno a los Navegantes del Magallanes . Victoria 21 para los rapaces,2,1
hectorI42,#Águilas El lanzador importado Carlos Hernández debutará hoy ante los Navegantes del Magallanes .,0,1
hectorI42,En sus dos últimas aperturas ante Leones y Magallanes el lanzador dominicano Julio De Paula ha recibido 10 carreras en 7.2 entradas #Aguilas,1,1
hectorI42,Lineup de las Águilas del Zulia para el encuentro de hoy ante Navegantes del Magallanes . Vía @aguilasdelzulia #Aguilas pic.twitter.com/UzUZM6pCHl,0,1
hectorI42,Suspendido por lluvia el encuentro entre #Aguilas y Navegantes del Magallanes en el José Bernardo Pérez de Valencia,0,1
hectorI42,El lanzador Julio De Paula retará hoy a los Navegantes del Magallanes . En su anterior presentación ante Leones cargó con la derrota #Aguilas,0,1
hectorI42,Hoy será la primera presentación de Ramón García ante los Leones del Caracas #Águilas,0,1
hectorI42,Reynaldo Rodríguez le batea .235 al pitcheo de los Leones del Caracas durante la temporada. Apenas acumula una remolcada #Águilas,0,1
hectorI42,El dominicano Manauris Báez lanzó en las temporadas 2012-2013 y 2015-2016 con los Leones del Caracas #Águilas,1,1
hectorI42,Ya son tres los imparables que le ha conectado Jesús Flores al pitcheo de los Leones del Caracas #Águilas,0,1
hectorI42,"González lanzó la temporada pasada con los Leones del Caracas , donde dejó efectividad de 10.80 en dos encuentros #Aguilas",0,1
hectorI42,4ta victoria para los Leones del Caracas . El pitcheo mostró otra cara en este incio de la tercera semana. Vamos por más!! Arriba!!,0,1
hectorI42,Listooooo!! Gran victoria de los Leones del Caracas sobre los Cardenales de Lara. Segundo triunfo viniendo de atrás,1,1
hectorI42,Rubén Alaniz sigue en lanzando por los Leones del Caracas en la 8va entrada,0,1
hectorI42,Primera victoria de los Leones del Caracas en la temporada. Inmensa presentación del relevo para llevarnos este primer triunfo,0,1
hectorI42,El lineup de los Leones del Caracas para el juego de hoy ante los Tigres de Aragua https:// twitter.com/leones_cbbc/st atus/784134994142826496 …,0,1
hectorI42,"Se acabo la cuenta regresiva, hoy inicia el beisbol venezolano. De aqui a febrero si dios quiere apoyando a los míos.Los Leones del Caracas",1,1
Danielsan_2,La Guaira es el equipo hazmereir del Béisbol Venezolano pasaran 100 años para que ganen un titulo. https:// twitter.com/RobyKing/statu s/807381784946212864 …,0,1
Danielsan_2,@Wilson_Soto Urshela es Grande ligas hermano vea más beisbol y no hable estupideces.,0,1
Danielsan_2,Si hoy se acabara la temporada regular el rival de las águilas en la primera serie de la postemporada sería los tigres de aragua,0,1
Danielsan_2,Victoria Numero 14 de las @aguilasdelzulia Tras dejar en el terreno a los Tigres de Aragua 3 carreras por 2.,0,1
Danielsan_2,Los Tiburones de la Guaira le propina la derrota numero 11 a las Aguilas del zulia tras blanquearlo 7 carreras por 0 #LVBP,0,1
Danielsan_2,Victoria numero 18 para las @aguilasdelzulia tras dejar en el terrero al equipo de los Caribes de Anzoategui . #LVBP,0,1
Danielsan_2,"A las @aguilasdelzulia Le tocó a la más fea, le tocará jugar contra los actuales campeones. No somos favorito",2,1
Danielsan_2,Si hoy terminara la temporada regular el rival de las @aguilasdelzulia en la primera serie de la postemporada serían los @tiburones_net,0,1
Danielsan_2,Derrota numero 29 para las @aguilasdelzulia que baja al 3er lugar en la tabla de posiciónes de la #LVBP,0,1
Danielsan_2,Mañana a buscar la clasificación de una vez por todas vamos que vamos @aguilasdelzulia,0,1
Danielsan_2,Victoria 31 para las @aguilasdelzulia que se acerca cada vez más a la clasificación #LVBP,0,1
